conv_id,sentence,gold_label,subject_id,object_id,relation,subject_name,object_name,context_length,subject,object,pred_label,pos_score_raw,neg_score_raw,strength,confidence,margin,max_score,is_likely_neutral,pos_words,neg_words
58,"(-1 Turn: Speaker 1: Aunt Syl, stop yelling! All I'm saying is that if you had told me vegetarian lasagna, I would have made vegetarian lasagna. Well, the meat's only every third layer, maybe you could scrape.) (Target Turn: Speaker 1: Aunt Syl, I did this as a favor, I am not a caterer. What do you want me to do with a dozen lasagnas? Nice talk, Aunt Syl. You kiss Uncle Freddie with that mouth?) (+1 Turn: N/A)",negative,Uncle Freddie,Aunt Syl,per:other_family,Uncle Freddie,Aunt Syl,414,Uncle Freddie,Aunt Syl,positive,0.35,-0.0,0.4084446356331849,1.0,0.35,0.35,False,0.35,0.24
52,"(-1 Turn: Speaker 3: Oh, I have dinner plans with Joey. We get together about once a month to discuss the rest of you guys.) (Target Turn: Speaker 4: Wow, did not know that! May I say how lovely you look today?) (+1 Turn: Speaker 3: Duly noted.)",positive,52_Spkr_4,Aunt Sheryl,per:other_family,Speaker 4,Aunt Sheryl,245,Speaker 4,Aunt Sheryl,positive,0.43,-0.0,0.4753374578934072,1.0,0.43,0.43,False,0.43,0.31
337,"(-1 Turn: N/A) (Target Turn: Speaker 1: Hello? Hold on. It's your boss.) (+1 Turn: Speaker 2: Ah, the ""I'm sorry I rejected you"" phone call. I'm not used to getting it from guys.  Hey, Steve.)",negative,337_Spkr_1,337_Spkr_2,per:subordinate,Speaker 1,Speaker 2,192,Speaker 1,Speaker 2,negative,0.33,-0.33,0.39042909270369075,0.0,0.0,0.33,False,0.33,0.4
337,"(-1 Turn: Speaker 2: Ah, the ""I'm sorry I rejected you"" phone call. I'm not used to getting it from guys.  Hey, Steve.) (Target Turn: Speaker 3: Chandler, hi! I'm sure you've heard we filled the three positions. We just felt that with your maturity and experience, you wouldn't be happy being someone's assistant.) (+1 Turn: Speaker 2: Oh no no no no, I'd love to be somebody's assistant! Answering phones, getting coffee, I live for that stuff! And I'm not too mature... farts, boobies, butt cracks!)",positive,337_Spkr_3,337_Spkr_2,per:subordinate,Speaker 3,Speaker 2,501,Speaker 3,Speaker 2,positive,0.39,-0.27,0.4428941381878261,0.1818181818181818,0.12,0.39,False,0.42,0.47
242,"(-1 Turn: Speaker 3: No. No!) (Target Turn: Speaker 4: Hello, Rachel.) (+1 Turn: Speaker 3: Well, not at first.)",neutral,242_Spkr_4,242_Spkr_1,per:subordinate,Speaker 4,Speaker 1,112,Speaker 4,Speaker 1,positive,0.42,-0.0,0.4674081989931028,1.0,0.42,0.42,False,0.42,0.5
238,(-1 Turn: N/A) (Target Turn: Speaker 1: Phoebe!) (+1 Turn: Speaker 2: Yeah?),neutral,238_Spkr_1,238_Spkr_2,per:subordinate,Speaker 1,Speaker 2,76,Speaker 1,Speaker 2,negative,0.0,-0.0,0.0,0.0,0.0,0.0,True,0.0,0.0
275,"(-1 Turn: N/A) (Target Turn: Speaker 1: Hi Joey! What are you doing here?) (+1 Turn: Speaker 2: Uhh, well I’ve got an audition down the street and I spilled sauce all over the front of my shirt. You got an extra one?)",neutral,275_Spkr_1,Tag,per:subordinate,Speaker 1,Tag,217,Speaker 1,Tag,negative,0.22,-0.22,0.28107626656807383,0.0,0.0,0.22,True,0.22,0.22
118,"(-1 Turn: N/A) (Target Turn: Speaker 1: You know what, everybody? Go home. You should be with your families. It's bad enough that we're working New Year's Eve.) (+1 Turn: Speaker 1: Did I not tell anyone about New Year's Eve? -- Alright, look, go! Go home, okay? Merry Christmas! Go.)",negative,118_Spkr_1,118_Spkr_2,per:subordinate,Speaker 1,Speaker 2,284,Speaker 1,Speaker 2,positive,0.44,-0.19,0.4831486655083008,0.3968253968253968,0.25,0.44,False,0.44,0.28
303,"(-1 Turn: N/A) (Target Turn: Speaker 1: Good morning, everybody.) (+1 Turn: Speaker 2: Can I get you a cup of coffee, Sir?)",neutral,303_Spkr_1,303_Spkr_2,per:subordinate,Speaker 1,Speaker 2,123,Speaker 1,Speaker 2,positive,0.29,-0.0,0.35273533292196535,1.0,0.29,0.29,False,0.29,0.0
184,"(-1 Turn: Speaker 3: Loved your Stevie Wonder last night.) (Target Turn: Speaker 4: Thanks. Listen, about the weekly numbers, I'm gonna need them on my desk by nine o'clock.) (+1 Turn: Speaker 2: Sure.)",neutral,184_Spkr_4,184_Spkr_3,per:subordinate,Speaker 4,Speaker 3,202,Speaker 4,Speaker 3,positive,0.48,-0.24,0.5132477440400283,0.3333333333333333,0.24,0.48,False,0.48,0.24
86,(-1 Turn: N/A) (Target Turn: Speaker 1: Mr. Simon’s been waiting for—Oh my God!) (+1 Turn: Speaker 2: Why wasn’t I offered that? I’d definitely pay more for that.),negative,86_Spkr_1,86_Spkr_3,per:subordinate,Speaker 1,Speaker 3,163,Speaker 1,Speaker 3,negative,0.0,-0.0,0.0,0.0,0.0,0.0,True,0.0,0.0
184,"(-1 Turn: Speaker 3: Loved your Stevie Wonder last night.) (Target Turn: Speaker 4: Thanks. Listen, about the weekly numbers, I'm gonna need them on my desk by nine o'clock.) (+1 Turn: Speaker 2: Sure.)",neutral,184_Spkr_4,184_Spkr_1,per:subordinate,Speaker 4,Speaker 1,202,Speaker 4,Speaker 1,positive,0.48,-0.24,0.5132477440400283,0.3333333333333333,0.24,0.48,False,0.48,0.24
311,(-1 Turn: Speaker 2: You like the Purple Rain display! Hey Bob.) (Target Turn: Speaker 4: Hey Toby! Have a good night.) (+1 Turn: Speaker 3: Did that guy just call you Toby?),positive,311_Spkr_4,311_Spkr_2,per:subordinate,Speaker 4,Speaker 2,174,Speaker 4,Speaker 2,positive,0.36,-0.25,0.41725174762601036,0.180327868852459,0.10999999999999999,0.36,False,0.44,0.36
124,"(-1 Turn: N/A) (Target Turn: Speaker 1: Hi! I’m so glad you’re here, but it’s gonna be a while. I-I wished you’d called first.) (+1 Turn: Speaker 2: Oh that’s all right, I’m coming back later with your father.)",positive,124_Spkr_1,124_Spkr_2,per:parents,Speaker 1,Speaker 2,210,Speaker 1,Speaker 2,positive,0.46,-0.0,0.49842393093394455,1.0,0.46,0.46,False,0.46,0.0
20,"(-1 Turn: N/A) (Target Turn: Speaker 1: Well then we’ll-we’ll see you the day after tomorrow. Mom?! Dad?! What-what…what you guys doing here?!) (+1 Turn: Speaker 2: Well you kids talk about this place so much, we thought we’d see what all the fuss is about.)",positive,20_Spkr_1,20_Spkr_2,per:parents,Speaker 1,Speaker 2,258,Speaker 1,Speaker 2,positive,0.37,-0.3,0.42592773880356394,0.10447761194029853,0.07,0.37,False,0.37,0.3
341,"(-1 Turn: Speaker 2: Really?!) (Target Turn: Speaker 1: Yeah, I dreamt that he saved me from a burning building and he was so brave and so strong! And it’s making me look at him totally differently. Y’know, I mean he used to be just, y’know “Jack Geller Monica and Ross’s dad” and now he’s he’s “Jack Geller, dream hunk."") (+1 Turn: Speaker 2: I dunno. Y’know to me he’ll always be “Jack Geller, walks in while you’re changing.”)",positive,Monica,Mr. Geller,per:parents,Monica,Mr. Geller,429,Monica,Mr. Geller,positive,0.34,-0.23,0.3995044211877341,0.1929824561403509,0.11000000000000001,0.34,False,0.38,0.23
325,"(-1 Turn: Speaker 3: Hi!) (Target Turn: Speaker 4: Dad, Mom. Look! Look who it is it’s Chandler!) (+1 Turn: Speaker 1: Oh yes of course, hello Chandler.)",positive,325_Spkr_4,325_Spkr_1,per:parents,Speaker 4,Speaker 1,153,Speaker 4,Speaker 1,positive,0.26,-0.0,0.32294312550183535,1.0,0.26,0.26,False,0.26,0.0
282,(-1 Turn: N/A) (Target Turn: Speaker 1: OK.) (+1 Turn: Speaker 2: How far'd ya get?),neutral,282_Spkr_1,Frank,per:parents,Speaker 1,Frank,84,Speaker 1,Frank,negative,0.0,-0.0,0.0,0.0,0.0,0.0,True,0.0,0.0
300,"(-1 Turn: Speaker 1: Oh, hi Rachel.) (Target Turn: Speaker 2: Hi.) (+1 Turn: Speaker 1: Oh, we were so sorry to hear about your parents splitting up, dear.)",neutral,300_Spkr_2,300_Spkr_3,per:parents,Speaker 2,Speaker 3,156,Speaker 2,Speaker 3,negative,0.26,-0.38,0.4344745613004629,0.1875,0.12,0.38,False,0.38,0.38
11,"(-1 Turn: Speaker 3: Oh, please, honey, listen, if I can do it, anybody can. You just start with half a dozen European cities, throw in thirty euphemisms for male genitalia, and bam! You have got yourself a book.) (Target Turn: Speaker 4: Myyy mother, ladies and gentlemen.) (+1 Turn: N/A)",positive,11_Spkr_4,11_Spkr_3,per:parents,Speaker 4,Speaker 3,289,Speaker 4,Speaker 3,positive,0.19,-0.0,0.24798574568061738,1.0,0.19,0.19,True,0.29,0.19
82,"(-1 Turn: N/A) (Target Turn: Speaker 1: Mrs. Bing? Here, these are my parents umm, Judy and Jack Geller.) (+1 Turn: Speaker 2:  It’s lovely to meet you.)",neutral,82_Spkr_1,82_Spkr_3,per:parents,Speaker 1,Speaker 3,153,Speaker 1,Speaker 3,positive,0.38,-0.0,0.4344745613004629,1.0,0.38,0.38,False,0.38,0.0
300,"(-1 Turn: Speaker 1: Oh, hi Rachel.) (Target Turn: Speaker 2: Hi.) (+1 Turn: Speaker 1: Oh, we were so sorry to hear about your parents splitting up, dear.)",neutral,300_Spkr_2,300_Spkr_1,per:parents,Speaker 2,Speaker 1,156,Speaker 2,Speaker 1,negative,0.26,-0.38,0.4344745613004629,0.1875,0.12,0.38,False,0.38,0.38
244,"(-1 Turn: Speaker 2: Nope! Because I’m not your boyfriend. Hey Pheebs, how did it go?) (Target Turn: Speaker 3: Well, umm, my Mom’s friend, Phoebe, is actually my birth Mom.) (+1 Turn: Speaker 2: I found a dried up seashores.)",neutral,244_Spkr_3,244_Spkr_3,per:parents,Speaker 3,Speaker 3,226,Speaker 3,Speaker 3,positive,0.32,-0.0,0.38121660819385916,1.0,0.32,0.32,False,0.39,0.22
153,"(-1 Turn: Speaker 1: Wow! Hey, why are you all dressed up?) (Target Turn: Speaker 2: Rachel and I are bringing Emma to Ralph Lauren today to introduce her to everyone. Doesn't she look cute?) (+1 Turn: Speaker 3: She sure does. Why does she have a pink bow taped to her head?)",neutral,Emma,153_Spkr_4,per:parents,Emma,Speaker 4,276,Emma,Speaker 4,positive,0.42,-0.3,0.4674081989931028,0.16666666666666666,0.12,0.42,False,0.46,0.37
187,"(-1 Turn: Speaker 1: There she is.) (Target Turn: Speaker 2: Mom!) (+1 Turn: Speaker 3: Sweetie! So this is where you work? Oh, it's wonderful! Is it a living room? Is it a restaurant? Who can tell? But I guess that's the fun.)",positive,187_Spkr_2,187_Spkr_3,per:parents,Speaker 2,Speaker 3,227,Speaker 2,Speaker 3,positive,0.48,-0.0,0.5132477440400283,1.0,0.48,0.48,False,0.48,0.0
16,"(-1 Turn: Speaker 1: Michael!) (Target Turn: Speaker 2: Hey! You made it. Great! Chappy! Hi! Hi! Mom, I know getting married in the street isn't something you approve of...) (+1 Turn: Speaker 1: No... It's lovely. The lights and the snow. I could look at them forever.)",positive,16_Spkr_2,16_Spkr_1,per:parents,Speaker 2,Speaker 1,269,Speaker 2,Speaker 1,positive,0.48,-0.0,0.5132477440400283,1.0,0.48,0.48,False,0.48,0.19
48,"(-1 Turn: N/A) (Target Turn: Speaker 1: Hey!) (+1 Turn: Speaker 2: Hey, so did everything go all right with the annulment?)",neutral,48_Spkr_1,48_Spkr_2,per:spouse,Speaker 1,Speaker 2,123,Speaker 1,Speaker 2,positive,0.42,-0.0,0.4674081989931028,1.0,0.42,0.42,False,0.42,0.0
7,"(-1 Turn: Speaker 2: Uhh, yeah.) (Target Turn: Speaker 3: We’ve been trying to get pregnant, uh pretty much ever since we got engaged, we thought we’d get a jump on things, y’know no one’s getting any younger.) (+1 Turn: Speaker 2: See the thing is umm, we’re not able to y’know, uh, conceive.)",neutral,7_Spkr_3,7_Spkr_1,per:spouse,Speaker 3,Speaker 1,294,Speaker 3,Speaker 1,negative,0.19,-0.19,0.24798574568061738,0.0,0.0,0.19,True,0.19,0.36
7,"(-1 Turn: Speaker 1: Oh my God! I can’t believe my little brother is married!) (Target Turn: Speaker 2: Oh I know!!) (+1 Turn: Speaker 1: You guys, why didn’t you tell me you were eloping?)",positive,7_Spkr_2,7_Spkr_3,per:spouse,Speaker 2,Speaker 3,189,Speaker 2,Speaker 3,negative,0.24,-0.24,0.302323673928969,0.0,0.0,0.24,True,0.24,0.24
319,"(-1 Turn: Speaker 4: If I was a superhero who could fly and be invisible, that would be the best.) (Target Turn: Speaker 5: What does Rachel see in this guy? I love Rachel. I wish she was my wife.) (+1 Turn: Speaker 6: Who's singing?)",positive,319_Spkr_5,319_Spkr_2,per:spouse,Speaker 5,Speaker 2,234,Speaker 5,Speaker 2,positive,0.32,-0.21,0.38121660819385916,0.20754716981132076,0.11000000000000001,0.32,False,0.32,0.21
250,"(-1 Turn: Speaker 2: So what did you two do about it?) (Target Turn: Speaker 4: It was pretty simple actually, I came up with a couple of cost-cutting solutions, wrote out a list and Monica told me to go to hell.) (+1 Turn: Speaker 1: There's no way around it Pheebs, you just gonna have to accept the fact that this is gonna cost you a lot of money.)",negative,Monica,250_Spkr_4,per:spouse,Monica,Speaker 4,351,Monica,Speaker 4,positive,0.46,-0.17,0.49842393093394455,0.46031746031746035,0.29000000000000004,0.46,False,0.49,0.38
186,"(-1 Turn: Speaker 1: ...Ninety-five, ninety-six, ninety-seven. See, I told you! Less than a hundred steps from our place to here.) (Target Turn: Speaker 2: You got waaaay too much free time.) (+1 Turn: Speaker 1: Hey! Here's the birthday boy! Ross, check it out: hockey tickets, Rangers-Penguins, tonight at the Garden, and we're taking you.)",negative,186_Spkr_2,186_Spkr_3,per:spouse,Speaker 2,Speaker 3,342,Speaker 2,Speaker 3,positive,0.27,-0.0,0.3330231891415256,1.0,0.27,0.27,False,0.27,0.17
48,"(-1 Turn: Speaker 1: Hey!) (Target Turn: Speaker 2: Hey, so did everything go all right with the annulment?) (+1 Turn: Speaker 1: Oh, yeah, no problems. It’s all taken care of.)",neutral,48_Spkr_2,48_Spkr_1,per:spouse,Speaker 2,Speaker 1,177,Speaker 2,Speaker 1,positive,0.43,-0.25,0.4753374578934072,0.2647058823529412,0.18,0.43,False,0.43,0.36
233,"(-1 Turn: Speaker 1: Hello?) (Target Turn: Speaker 2: Joey just called. He's got courtside Knicks tickets for him and me tomorrow night.) (+1 Turn: Speaker 1: Really? But tomorrow night is the only night I get off from the restaurant. If you go to the game, we won't have a night together for another week.)",neutral,233_Spkr_2,233_Spkr_1,per:spouse,Speaker 2,Speaker 1,307,Speaker 2,Speaker 1,negative,0.0,-0.29,0.35273533292196535,1.0,0.29,0.29,False,0.19,0.36
286,"(-1 Turn: N/A) (Target Turn: Speaker 1: Just-just so you know I was a freshman and she was a senior. So it wasn’t as bad as-as…) (+1 Turn: Speaker 2: Ross, look, I know I’ve been giving you a lot of jabs and it’s partly because I’m very protective of Lizzie, and partly because well, they just keep coming to me. But I have to admit that after all the wonderful things that Lizzie has told me and the many, many, many stories that Rachel has told me that, well you’re not all bad.)",neutral,286_Spkr_1,Carol,per:spouse,Speaker 1,Carol,481,Speaker 1,Carol,positive,0.4,-0.22,0.4511883639059736,0.2903225806451613,0.18000000000000002,0.4,False,0.43,0.33
186,"(-1 Turn: Speaker 2: Eleven days before Halloween.. all the good costumes are gone?) (Target Turn: Speaker 3: Today's the day Carol and I first.. consummated our physical relationship. Sex. ..You know what, I-I'd better pass on the game. I think I'm just gonna go home and think about my ex-wife and her lesbian lover.) (+1 Turn: Speaker 1: The hell with hockey, let's all do that!)",negative,Carol,186_Spkr_3,per:spouse,Carol,Speaker 3,382,Carol,Speaker 3,positive,0.47,-0.16,0.5058914257438583,0.492063492063492,0.30999999999999994,0.47,False,0.5,0.16
344,"(-1 Turn: Speaker 3: Ok! When I go places with high humidity, it gets a little extra body, ok?!) (Target Turn: Speaker 4: That's why our honeymoon photos look like me and Diana Ross!) (+1 Turn: Speaker 1: Come on, I'll show you guys where to check in.)",positive,344_Spkr_4,344_Spkr_3,per:spouse,Speaker 4,Speaker 3,252,Speaker 4,Speaker 3,positive,0.38,-0.2,0.4344745613004629,0.31034482758620685,0.18,0.38,False,0.38,0.2
319,"(-1 Turn: Speaker 1: So I told Carl, 'Nobody, no matter how famous their parents are, nobody is allowed to climb on the dinosaur.' But of course this went in one ear and out...)  (Target Turn: Speaker 2: I love how he cares so much about stuff. If I squint I can pretend he's Alan Alda.) (+1 Turn: Speaker 3: Oh good, another dinosaur story. When are those gonna become extinct?)",positive,319_Spkr_2,319_Spkr_1,per:spouse,Speaker 2,Speaker 1,380,Speaker 2,Speaker 1,positive,0.44,-0.16,0.4831486655083008,0.46666666666666673,0.28,0.44,False,0.44,0.31
157,"(-1 Turn: Speaker 2: Mr. and Mrs. Bing!) (Target Turn: Speaker 4: Wow Monica! Hey, just so you know I had my uh, older brother chat with Chandler.) (+1 Turn: Speaker 1: What is that?)",positive,157_Spkr_4,157_Spkr_1,per:siblings,Speaker 4,Speaker 1,183,Speaker 4,Speaker 1,positive,0.35,-0.0,0.4084446356331849,1.0,0.35,0.35,False,0.42,0.0
227,"(-1 Turn: Speaker 1: Hi, is Rachel here? I’m her sister.) (Target Turn: Speaker 2: Oh my God, Jill!) (+1 Turn: Speaker 3: Oh my God, Rachel!)",positive,227_Spkr_2,227_Spkr_4,per:siblings,Speaker 2,Speaker 4,141,Speaker 2,Speaker 4,negative,0.0,-0.0,0.0,0.0,0.0,0.0,True,0.0,0.0
163,(-1 Turn: N/A) (Target Turn: Speaker 1: I had a really nice time tonight.) (+1 Turn: Speaker 2: So did I. I'm really glad Monica asked us out.),positive,163_Spkr_1,163_Spkr_4,per:siblings,Speaker 1,Speaker 4,143,Speaker 1,Speaker 4,positive,0.39,-0.0,0.4428941381878261,1.0,0.39,0.39,False,0.39,0.27
192,(-1 Turn: Speaker 2: Hi.) (Target Turn: Speaker 3: Oh my god. You're on Days of Our Lives.) (+1 Turn: Speaker 4: Yeah.),positive,192_Spkr_3,192_Spkr_1,per:siblings,Speaker 3,Speaker 1,119,Speaker 3,Speaker 1,negative,0.0,-0.0,0.0,0.0,0.0,0.0,True,0.0,0.0
301,"(-1 Turn: Speaker 2: Um, we should go too, I got patients at 8 in the morning.) (Target Turn: Speaker 5: Ya know, I was thinking. Ya know how we always stay at your apartment? Well, I thought maybe tonight we'd stay at my place.) (+1 Turn: Speaker 2: I don't know, I don't have my jammies.)",neutral,301_Spkr_5,301_Spkr_4,per:siblings,Speaker 5,Speaker 4,290,Speaker 5,Speaker 4,positive,0.4,-0.35,0.4511883639059736,0.06666666666666672,0.050000000000000044,0.4,False,0.4,0.4
301,"(-1 Turn: Speaker 1: And a crusty old man said I'll do what I can and the rest of the rats played moroccas. That's it, thanks, good night.) (Target Turn: Speaker 2: Phoebe's got another job, right?) (+1 Turn: Speaker 3: Great set tonight Phoebs.)",neutral,301_Spkr_2,301_Spkr_5,per:siblings,Speaker 2,Speaker 5,246,Speaker 2,Speaker 5,positive,0.44,-0.21,0.4831486655083008,0.35384615384615387,0.23,0.44,False,0.44,0.21
92,"(-1 Turn: Speaker 1: I just wanna thank you for being there for me today. And I'm sorry I,I almost broke your hand.) (Target Turn: Speaker 2: That's ok. I'm sorry I poisoned you.) (+1 Turn: Speaker 1: Yeah. Hey, remember the time I jammed that pencil into your hand?)",positive,92_Spkr_2,92_Spkr_1,per:siblings,Speaker 2,Speaker 1,267,Speaker 2,Speaker 1,negative,0.3,-0.37,0.42592773880356394,0.10447761194029853,0.07,0.37,False,0.37,0.37
274,"(-1 Turn: Speaker 1: You know Pheebs, when I was little, on my birthday, my daddy would hide a present in every room of the house, and then he would draw a treasure map to help me find 'em all.) (Target Turn: Speaker 2: Oooh, I love family traditions like that. When uhm... when Ursula and I were kids, on our birthday, our stepdad would sell his blood to buy us food!) (+1 Turn: N/A)",positive,274_Spkr_2,Ursula,per:siblings,Speaker 2,Ursula,384,Speaker 2,Ursula,positive,0.43,-0.15,0.4753374578934072,0.48275862068965525,0.28,0.43,False,0.43,0.15
121,"(-1 Turn: Speaker 1: Hey! How come my plate's less fancy then everyone else's? Do you not trust me with a fancy plate?) (Target Turn: Speaker 2: No, honey, its. thats a special plate. See its a game, whoever gets that plate wins.) (+1 Turn: Speaker 1: I can't believe I won.)",positive,121_Spkr_2,121_Spkr_6,per:siblings,Speaker 2,Speaker 6,275,Speaker 2,Speaker 6,positive,0.46,-0.0,0.49842393093394455,1.0,0.46,0.46,False,0.46,0.29
192,"(-1 Turn: Speaker 2: Hi, hey.) (Target Turn: Speaker 1: Hey you guys, this is my sister Amy. This is Chandler, Joey, Phoebe and you know Mon.) (+1 Turn: Speaker 2: Hi.)",positive,Mon,192_Spkr_3,per:siblings,Mon,Speaker 3,168,Mon,Speaker 3,positive,0.24,-0.0,0.302323673928969,1.0,0.24,0.24,False,0.24,0.0
248,"(-1 Turn: N/A) (Target Turn: Speaker 1: OK, what're we gonna do about this?) (+1 Turn: Speaker 2: Well, I guess we could tape Entertainment Tonight.)",neutral,248_Spkr_1,248_Spkr_2,per:siblings,Speaker 1,Speaker 2,149,Speaker 1,Speaker 2,positive,0.28,-0.0,0.34295318018494325,1.0,0.28,0.28,False,0.28,0.0
118,"(-1 Turn: Speaker 1: Good, God's speed, good people! You're not gonna go?) (Target Turn: Speaker 2: Naah... I couldn't leave you alone.) (+1 Turn: Speaker 1: Ah. Thanks.)",positive,118_Spkr_2,118_Spkr_1,per:boss,Speaker 2,Speaker 1,170,Speaker 2,Speaker 1,positive,0.43,-0.36,0.4753374578934072,0.08860759493670886,0.07,0.43,False,0.43,0.36
337,"(-1 Turn: Speaker 1: Hello? Hold on. It's your boss.) (Target Turn: Speaker 2: Ah, the ""I'm sorry I rejected you"" phone call. I'm not used to getting it from guys.  Hey, Steve.) (+1 Turn: Speaker 3: Chandler, hi! I'm sure you've heard we filled the three positions. We just felt that with your maturity and experience, you wouldn't be happy being someone's assistant.)",positive,337_Spkr_2,337_Spkr_3,per:boss,Speaker 2,Speaker 3,368,Speaker 2,Speaker 3,positive,0.41,-0.26,0.4593591046906834,0.22388059701492535,0.14999999999999997,0.41,False,0.45,0.32
184,"(-1 Turn: Speaker 2: Hello, Mr. Bing.) (Target Turn: Speaker 3: Loved your Stevie Wonder last night.) (+1 Turn: Speaker 4: Thanks. Listen, about the weekly numbers, I'm gonna need them on my desk by nine o'clock.)",positive,184_Spkr_3,184_Spkr_4,per:boss,Speaker 3,Speaker 4,213,Speaker 3,Speaker 4,positive,0.41,-0.23,0.4593591046906834,0.28124999999999994,0.17999999999999997,0.41,False,0.41,0.23
263,"(-1 Turn: Speaker 1: Alright, alright. Calm down Norma Rae. They didn't actually say that. I'm just afraid if I don't come back right now this guy's gonna try to squeeze me out.) (Target Turn: Speaker 2: What about Emma? We don't have a nanny.) (+1 Turn: Speaker 1: I know. You know, we're just gonna have to figure out a plan tonight. Can you please just take care of her for today?)",negative,Emma,263_Spkr_1,per:boss,Emma,Speaker 1,384,Emma,Speaker 1,positive,0.57,-0.36,0.5747168089177259,0.2258064516129032,0.20999999999999996,0.57,False,0.62,0.49
131,"(-1 Turn: N/A) (Target Turn: Speaker 1: Oh, hello, Mr. Zelner. We're all ready for our presentation this afternoon.) (+1 Turn: Speaker 2: Good, because it's in ten minutes.)",neutral,131_Spkr_1,131_Spkr_3,per:boss,Speaker 1,Speaker 3,173,Speaker 1,Speaker 3,positive,0.37,-0.0,0.42592773880356394,1.0,0.37,0.37,False,0.37,0.0
86,"(-1 Turn: Speaker 1: Phoebe, we have rules here, this isn’t that kind of place.) (Target Turn: Speaker 3: Oh yeah, oh and I know, but this isn’t what it looks like, ‘cause Rick is my ahh, husband.) (+1 Turn: Speaker 1: Oh really? Well, then you’d better tell his other wife, ‘cause she called three times asking where he is.)",negative,86_Spkr_3,86_Spkr_1,per:boss,Speaker 3,Speaker 1,325,Speaker 3,Speaker 1,positive,0.42,-0.0,0.4674081989931028,1.0,0.42,0.42,False,0.42,0.17
275,"(-1 Turn: Speaker 2: Nothing, why?) (Target Turn: Speaker 1: How would you feel about taking out my assistant Tag? I’ll pay.) (+1 Turn: Speaker 2: Huh, Rach I got to say it’s gonna take a lot of money for me to go out on a date with a dude.)",neutral,Tag,275_Spkr_1,per:boss,Tag,Speaker 1,241,Tag,Speaker 1,negative,0.2,-0.31,0.3718648948103592,0.2156862745098039,0.10999999999999999,0.31,False,0.2,0.38
311,"(-1 Turn: Speaker 1: Wow Bing! Burning the midnight oil.) (Target Turn: Speaker 2: You know me sir. Oh ah, I do have a question for ya. Do you know how I get around the office computer network so I can access the really good Internet porn?) (+1 Turn: Speaker 1: You’re a joker Bing.)",positive,311_Spkr_2,311_Spkr_4,per:boss,Speaker 2,Speaker 4,283,Speaker 2,Speaker 4,negative,0.41,-0.41,0.4593591046906834,0.0,0.0,0.41,False,0.41,0.46
130,"(-1 Turn: Speaker 1: Sure, sure. What's with the chair.) (Target Turn: Speaker 3: Uh, you know, you can't always get a seat on the subway, so...) (+1 Turn: Speaker 1: Clever. So how are you?)",neutral,130_Spkr_3,130_Spkr_1,per:boss,Speaker 3,Speaker 1,191,Speaker 3,Speaker 1,positive,0.46,-0.0,0.49842393093394455,1.0,0.46,0.46,False,0.46,0.0
91,"(-1 Turn: Speaker 1: Did the TV wake you?) (Target Turn: Speaker 2: No, when you put your feet up in my bed, you tugged on my catheter.) (+1 Turn: Speaker 1: Ouchy.)",negative,91_Spkr_2,91_Spkr_1,per:negative_impression,Speaker 2,Speaker 1,165,Speaker 2,Speaker 1,negative,0.0,-0.0,0.0,0.0,0.0,0.0,True,0.25,0.25
164,"(-1 Turn: Speaker 2: Oh good, you're all up.) (Target Turn: Speaker 3: Phoebe! It's 6 o'clock in the morning! Why aren't you at Gary's?) (+1 Turn: Speaker 2: Oh yeah, that's over.)",negative,Gary,164_Spkr_2,per:negative_impression,Gary,Speaker 2,180,Gary,Speaker 2,positive,0.24,-0.0,0.302323673928969,1.0,0.24,0.24,False,0.36,0.0
232,"(-1 Turn: N/A) (Target Turn: Speaker 1: And the vet said it was time. And so from half a world away, while my Mother held the phone to his ear, I said good bye to my dog,. In seven languages.) (+1 Turn: Speaker 2: Oh. Can I have a tissue?)",negative,232_Spkr_1,Sergei,per:negative_impression,Speaker 1,Sergei,239,Speaker 1,Sergei,positive,0.3,-0.2,0.36237184837822667,0.19999999999999996,0.09999999999999998,0.3,False,0.3,0.3
28,"(-1 Turn: N/A) (Target Turn: Speaker 1: Look at you two, bonding, making us late for the airport so…) (+1 Turn: Speaker 2: Are you all right?)",negative,28_Spkr_1,28_Spkr_3,per:negative_impression,Speaker 1,Speaker 3,142,Speaker 1,Speaker 3,positive,0.46,-0.0,0.49842393093394455,1.0,0.46,0.46,False,0.46,0.0
57,"(-1 Turn: N/A) (Target Turn: Speaker 1: You slept out here?) (+1 Turn: Speaker 2: Yeah... Amy kept kicking me in her sleep yelling ‘Myron, get off!’)",negative,57_Spkr_1,57_Spkr_3,per:negative_impression,Speaker 1,Speaker 3,149,Speaker 1,Speaker 3,negative,0.0,-0.26,0.32294312550183535,1.0,0.26,0.26,False,0.0,0.37
203,"(-1 Turn: Speaker 4: What'd you do, take him whaling?) (Target Turn: Speaker 5: Monica.) (+1 Turn: Speaker 4: Oh my God, he just said your name, that's great! Good job Ben.)",positive,203_Spkr_5,203_Spkr_4,per:positive_impression,Speaker 5,Speaker 4,173,Speaker 5,Speaker 4,positive,0.36,-0.0,0.41725174762601036,1.0,0.36,0.36,False,0.43,0.0
